"congressman_id","congressman_entry_id","budget_id","date","value","object","to","cost_center_id","cost_center_name","cost_center_code","parent_code"
"31","10205","1048","2020-06-05 19:42:09","-227.13","Combustível","Auto Posto Avenida Central de Irajá Ltda","23","Combustíveis e lubrificantes","VII",""
"31","10206","1048","2020-06-17 19:43:59","-222.36","Combustível","Posto Planeta Saturno de Combust","23","Combustíveis e lubrificantes","VII",""
"31","12470","1048","2020-06-30 16:36:42","-7476.85","Devolução","Assembleia Legislativa do Estado do Rio de Janeiro","26","Devolução de saldo","4",""
"31","10207","1048","2020-06-25 19:45:54","-213.87","Combustível","NORDESTE PETROLEO LTDA","23","","",""
"31","11606","1048","2020-06-05 15:29:13","-10.00","TARIFA BANCÁRIA","ITAU UNIBANCO S.A.","28","","",""
"31","11715","1048","2020-06-09 18:52:44","-208.69","Combustível","EST DO BANDEIRANTE","23","","",""
"31","11604","1048","2020-06-30 15:25:54","-105.00","NET","CLARO S/A","14","","",""
"31","12359","1048","2020-06-30 15:21:37","-2133.13","Aluguel de Imóvel - Gabinete Externo","RO CONSULTORIA IMOBILIARIA EIR","7","","",""
"31","11605","1048","2020-06-29 20:47:13","-5000.00","Divulgação Parlamentar","PAPEL CULTURAL EDITORA LTDA ME","24","","",""
"31","11716","1048","2020-06-22 15:21:05","-967.80","SEM PARAR","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","","",""
"31","11919","1048","2020-06-24 19:21:07","-177.73","LUZ LIGHT - GABINETE NILOPOLIS","light","10","","",""
"31","11920","1048","2020-06-30 21:24:38","-87.24","ENEL ENERGIA","AMPLA ENERGIA E SERVIÇOS SA","10","","",""
"31","11911","1048","2020-06-01 19:59:53","-1800.00","VEÍCULO","HORIZONTE LOCADORA DE VEÍCULOS","21","","",""
"31","11912","1048","2020-06-30 15:19:59","-1549.66","Aluguel de Escritório","Marcelo Teixeira de Menezes","7","","",""
"31","11922","1048","2020-06-30 20:06:49","-1021.85","Combustível","POSTO DE ABASTECIMENTO VITORIA 040 LTDA","23","","",""
"31","11910","1048","2020-06-23 15:20:24","-441.54","Passagem Aérea","Paymee Brasil Servicos de Pagamentos S/A","4","","",""
"31","11602","1048","2020-06-30 15:23:07","-9000.00","VEÍCULO","VELOZ TRANSRIO TRANSPORTE LTDA.","21","","",""
"31","12096","1048","2020-06-01 20:58:26","-2300.00","Locação de Móveis.","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","","",""
"31","11603","1048","2020-06-30 19:28:25","-2000.00","FACEBOOK","FACEBOOK ADS BR","24","","",""
"31","10300","977","2020-05-04 19:00:11","-10.00","TARIFA BANCÁRIA","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"31","10301","977","2020-05-30 15:19:18","-2159.29","Aluguel de Imóvel - Gabinete Externo","RO CONSULTORIA IMOBILIARIA EIR","7","Locação de imóveis","III.a","III"
"31","10302","977","2020-05-29 19:06:31","-5000.00","Divulgação Parlamentar","PAPEL CULTURAL EDITORA LTDA ME","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","10264","977","2020-05-04 18:50:59","-2300.00","Locação de Móveis.","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","Locação de móveis e equipamentos","IV.a","IV"
"31","10303","977","2020-05-30 19:21:05","-105.00","NET","CLARO S/A","14","Acesso à internet","IV.c","IV"
"31","11047","977","2020-05-30 15:26:25","-166.39","LIGHT","light","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","10201","977","2020-05-12 19:31:01","-214.50","Combustível","NORDESTE PETROLEO LTDA","23","Combustíveis e lubrificantes","VII",""
"31","10202","977","2020-05-19 18:26:02","-218.00","Combustível","NORDESTE PETROLEO LTDA","23","Combustíveis e lubrificantes","VII",""
"31","10203","977","2020-05-20 19:38:50","-218.51","Combustível","ADM PETROLEO E DERIVADOS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","10204","977","2020-05-28 19:40:12","-208.66","Combustível","GERANIUS POSTO DE SERVIÇOS E ARTEZANATOS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","10399","977","2020-05-30 18:53:38","-9000.00","Veículo","VELOZ TRANSRIO TRANSPORTE LTDA.","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","10918","977","2020-05-31 15:28:28","-1000.00","FACEBOOK","FACEBOOK ADS BR","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","11046","977","2020-05-30 15:17:25","-1557.78","Marcelo Teixeira de Menezes","Marcelo Teixeira de Menezes","7","Locação de imóveis","III.a","III"
"31","10298","977","2020-05-04 00:06:24","-1800.00","Veículo","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","12368","977","2020-05-22 15:18:55","-309.80","Pedágio","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","Serviços de táxi, STIP, transportes públicos, pedágio e estacionamento","VI.b","VI"
"31","12369","977","2020-05-30 19:16:04","-168.43","ABASTECIMENTO POSTO VITORIA","POSTO DE ABASTECIMENTO VITORIA 040 LTDA","23","Combustíveis e lubrificantes","VII",""
"31","9675","906","2020-04-24 14:35:18","-154.02","LIGHT NILÓPOLIS","light","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","9676","906","2020-04-27 18:09:41","-5000.00","Divulgação Parlamentar","PAPEL CULTURAL EDITORA LTDA ME","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","9677","906","2020-04-29 15:16:51","-1500.00","Marcelo Teixeira de Menezes","Marcelo Teixeira de Menezes","7","Locação de imóveis","III.a","III"
"31","9678","906","2020-04-30 14:33:29","-102.76","ENEL ENERGIA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","9679","906","2020-04-30 15:17:02","-2089.79","Aluguel de Imóvel - Gabinete Externo","RO CONSULTORIA IMOBILIARIA EIR","7","Locação de imóveis","III.a","III"
"31","9680","906","2020-04-30 14:29:57","-105.00","NET","CLARO S/A","14","Acesso à internet","IV.c","IV"
"31","9686","906","2020-04-06 16:07:03","-209.10","COMBUSTÍVEL","ADM PETROLEO E DERIVADOS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","9681","906","2020-04-22 15:16:37","-145.80","Pedágio - SEM PARAR","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","Serviços de táxi, STIP, transportes públicos, pedágio e estacionamento","VI.b","VI"
"31","9687","906","2020-04-21 16:12:24","-248.57","COMBUSTÍVEL","JR POSTO DE COMBUSTÍVEIS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","9682","906","2020-04-30 18:36:55","-9000.00","Veículo","VELOZ TRANSRIO TRANSPORTE LTDA.","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","9688","906","2020-04-29 16:24:17","-123.13","COMBUSTÍVEL","GERANIUS POSTO DE SERVIÇOS E ARTEZANATOS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","9683","906","2020-04-01 14:16:29","-1800.00","Veículo","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","9684","906","2020-04-01 14:28:21","-2300.00","Locação de Móveis.","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","Locação de móveis e equipamentos","IV.a","IV"
"31","9697","906","2020-04-01 19:49:57","-10.00","TARIFA BANCÁRIA","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"31","9909","834","2020-03-30 15:15:18","-2055.95","Aluguel de Imóvel - Gabinete Externo","RO CONSULTORIA IMOBILIARIA EIR","7","Locação de imóveis","III.a","III"
"31","9912","834","2020-03-24 15:02:25","-99.42","LIGHT","light","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","9859","834","2020-03-02 20:56:31","-10.00","TARIFA BANCÁRIA","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"31","8962","834","2020-03-31 20:45:03","-863.27","ABASTECIMENTO POSTO VITORIA","POSTO DE ABASTECIMENTO VITORIA 040 LTDA","23","Combustíveis e lubrificantes","VII",""
"31","9110","834","2020-03-25 15:15:33","-1500.00","Gabinete Parlamentar","Marcelo Teixeira de Menezes","7","Locação de imóveis","III.a","III"
"31","9109","834","2020-03-22 15:15:56","-884.90","Pedágio - SEM PARAR","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","Serviços de táxi, STIP, transportes públicos, pedágio e estacionamento","VI.b","VI"
"31","9202","834","2020-03-31 03:34:35","-105.00","NET","CLARO S/A","14","Acesso à internet","IV.c","IV"
"31","9184","834","2020-03-28 20:54:15","-439.00","ENEL ENERGIA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","9197","834","2020-03-01 03:10:06","-269.05","ABASTECIMENTO","POSTO MERITI LTDA","23","Combustíveis e lubrificantes","VII",""
"31","9194","834","2020-03-31 02:52:41","-9000.00","Veículo","VELOZ TRANSRIO TRANSPORTE LTDA.","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","9195","834","2020-03-11 02:59:58","-100.00","ABASTECIMENTO","POSTO VIA PONTE LTDA.","23","Combustíveis e lubrificantes","VII",""
"31","9198","834","2020-03-06 03:12:59","-264.59","ABASTECIMENTO","POSTO VIA PONTE LTDA.","23","Combustíveis e lubrificantes","VII",""
"31","9200","834","2020-03-25 03:24:31","-5000.00","Divulgação Parlamentar","PAPEL CULTURAL EDITORA LTDA ME","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","9193","834","2020-03-31 02:26:48","-381.90","FACEBOOK","FACEBOOK ADS BR","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","9203","834","2020-03-03 03:46:47","-1800.00","Veículo","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","9201","834","2020-03-02 03:33:04","-2300.00","Locação de Móveis.","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","Locação de móveis e equipamentos","IV.a","IV"
"31","6988","763","2020-02-29 04:31:57","-105.00","NET","CLARO S/A","14","Acesso à internet","IV.c","IV"
"31","6986","763","2020-02-21 15:14:37","-1583.90","Pedágio - SEM PARAR","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","Serviços de táxi, STIP, transportes públicos, pedágio e estacionamento","VI.b","VI"
"31","6987","763","2020-02-03 04:29:38","-1800.00","Veículo","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","6984","763","2020-02-03 04:38:23","-2300.00","Locação de Móveis.","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","Locação de móveis e equipamentos","IV.a","IV"
"31","6989","763","2020-02-29 22:46:28","-834.72","Combustível","POSTO DE ABASTECIMENTO VITORIA 040 LTDA","23","Combustíveis e lubrificantes","VII",""
"31","6983","763","2020-02-29 15:13:23","-1500.00","Gabinete Parlamentar","Marcelo Teixeira de Menezes","7","Locação de imóveis","III.a","III"
"31","6982","763","2020-02-28 15:50:03","-9000.00","Veículo","VELOZ TRANSRIO TRANSPORTE LTDA.","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","6981","763","2020-02-28 15:14:11","-2293.51","Aluguel de Imóvel - Gabinete Externo","OBERLAENDER CONSULTORIA IMOBILIÁRIA","7","Locação de imóveis","III.a","III"
"31","8050","763","2020-02-03 16:09:10","-10.00","Tarifa Bancária","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"31","8522","763","2020-02-29 20:56:37","-867.00","FACEBOOK","FACEBOOK ADS BR","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","8519","763","2020-02-13 04:41:06","-270.02","COMBUSTÍVEL","Posto Gallena Lagoa","23","Combustíveis e lubrificantes","VII",""
"31","8510","763","2020-02-05 05:17:10","-262.32","COMBUSTÍVEL","POSTO DE GASOLINA ARTE MODERNA LTDA","23","Combustíveis e lubrificantes","VII",""
"31","8518","763","2020-02-09 20:47:34","-257.67","COMBUSTÍVEL","GALOP GASOLINA LUBRIFICANTES PECAS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","8512","763","2020-02-16 04:27:29","-133.33","COMBUSTÍVEL","AUTO POSTO TOP GLORIA","23","Combustíveis e lubrificantes","VII",""
"31","8515","763","2020-02-26 05:16:24","-259.98","COMBUSTÍVEL","POSTO CANUDOS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","8639","763","2020-02-27 04:31:09","-521.13","ENEL ENERGIA","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","8642","763","2020-02-12 23:52:10","-148.63","MATERIAL DE ESCRITÓRIO","CAÇULA - TECIDOS E ARMARINHO 253","13","Material de expediente e suprimentos de informática","IV.b","IV"
"31","6985","763","2020-02-28 04:39:31","-5000.00","Divulgação Parlamentar","PAPEL CULTURAL EDITORA LTDA ME","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","12370","763","2020-02-20 18:38:34","-91.93","Energia Elétrica","light","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","6414","693","2020-01-31 03:18:42","-105.00","NET","CLARO S/A","14","Acesso à internet","IV.c","IV"
"31","6287","693","2020-01-06 20:38:52","-10.00","Tarifa Bancária","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"31","6288","693","2020-01-10 20:40:38","-150.00","Abastecimento","CENTRO AUTOMOTIVO PACO DE SOUZA LTDA.","23","Combustíveis e lubrificantes","VII",""
"31","6417","693","2020-01-30 03:31:57","-812.72","FACEBOOK","FACEBOOK ADS BR","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","6416","693","2020-01-22 15:12:46","-819.98","Pedágio","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","Serviços de táxi, STIP, transportes públicos, pedágio e estacionamento","VI.b","VI"
"31","6412","693","2020-01-20 19:40:10","-248.35","Combustível","POSTO DO RUSSO LTDA","23","Combustíveis e lubrificantes","VII",""
"31","6415","693","2020-01-02 22:39:07","-1800.00","Veículo","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","6409","693","2020-01-22 19:06:52","-210.32","Combustível","CENTRO AUTOMOTIVO PENDOTIBA LTDA","23","Combustíveis e lubrificantes","VII",""
"31","6419","693","2020-01-08 22:50:01","-2300.00","Locação de Móveis.","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","Locação de móveis e equipamentos","IV.a","IV"
"31","6410","693","2020-01-27 03:48:56","-294.50","Combustível","AUTO POSTO JARDIM OCEANICO DA BARRA LTDA","23","Combustíveis e lubrificantes","VII",""
"31","6418","693","2020-01-30 19:58:19","-5000.00","Divulgação Parlamentar","PAPEL CULTURAL EDITORA LTDA ME","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","6420","693","2020-01-31 15:11:56","-1500.00","Gabinete Parlamentar","Marcelo Teixeira de Menezes","7","Locação de imóveis","III.a","III"
"31","6421","693","2020-01-30 20:03:07","-9000.00","Veículo","VELOZ TRANSRIO TRANSPORTE LTDA.","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","6422","693","2020-01-23 02:16:23","-858.27","Combustível","POSTO DE ABASTECIMENTO VITORIA 040 LTDA","20","Outras despesas com locomoção","VI",""
"31","8159","693","2020-01-24 03:40:21","-99.75","LIGHT NILÓPOLIS","light","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","8161","693","2020-01-18 22:06:50","-171.00","ABASTECIMENTO","POSTO QUILOMETRO TREZE LTDA","23","Combustíveis e lubrificantes","VII",""
"31","8160","693","2020-01-18 22:00:54","-163.55","ABASTECIMENTO","AUTO POSTO DO TRABALHO ITABORAI  LTDA","23","Combustíveis e lubrificantes","VII",""
"31","8473","693","2020-01-14 22:51:28","-282.27","ABASTECIMENTO","POSTO DE ABASTECIMENTO SERVIÇOS E COM LINHA AMARELA LTDA","23","Combustíveis e lubrificantes","VII",""
"31","6411","693","2020-01-31 23:12:36","-288.18","Combustível","CENTRO AUTOMOTIVO PACO DE SOUZA LTDA.","23","Combustíveis e lubrificantes","VII",""
"31","8834","693","2020-01-29 20:39:48","-237.19","ENEL","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","6290","693","2020-01-30 15:12:21","-2089.20","Aluguel de Imóvel - Gabinete Externo","OBERLAENDER CONSULTORIA IMOBILIÁRIA","7","Locação de imóveis","III.a","III"
"31","5378","623","2019-12-31 17:59:28","-105.00","NET","CLARO S/A","14","Acesso à internet","IV.c","IV"
"31","5374","623","2019-12-19 18:13:25","-225.37","Combustível","CENTRO AUTOMOTIVO PENDOTIBA LTDA","23","Combustíveis e lubrificantes","VII",""
"31","5372","623","2019-12-26 18:09:15","-207.14","Combustível","Posto Aleluia LTDA","23","Combustíveis e lubrificantes","VII",""
"31","5373","623","2019-12-27 18:11:11","-146.49","Combustível","COLINA POSTO DE SERVIÇOS AUTOMOTIVOS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","5381","623","2019-12-02 15:36:00","-1800.00","Aluguel Veículo","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","5390","623","2019-12-27 15:10:53","-176.57","Energia Elétrica","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","5379","623","2019-12-30 15:08:17","-2094.02","Aluguel de Imóvel - Gabinete Externo.","OBERLAENDER CONSULTORIA IMOBILIÁRIA","7","Locação de imóveis","III.a","III"
"31","5384","623","2019-12-30 20:31:00","-809.89","Combustível","POSTO DE ABASTECIMENTO VITORIA 040 LTDA","23","Combustíveis e lubrificantes","VII",""
"31","5388","623","2019-12-27 15:10:31","-1500.00","Aluguel de Imóvel - Gabinete Externo","Marcelo Teixeira de Menezes","7","Locação de imóveis","III.a","III"
"31","5385","623","2019-12-27 18:33:37","-5000.00","Assessoria de Imprensa","PAPEL CULTURAL EDITORA LTDA ME","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","5386","623","2019-12-27 18:35:11","-2300.00","Aluguel de móveis","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","Locação de móveis e equipamentos","IV.a","IV"
"31","5389","623","2019-12-30 20:30:37","-9000.00","Locação de Veículo","VELOZ TRANSRIO TRANSPORTE LTDA.","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","5468","623","2019-12-30 15:11:20","-1113.10","SEM PARAR","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","Serviços de táxi, STIP, transportes públicos, pedágio e estacionamento","VI.b","VI"
"31","6274","623","2019-12-03 15:24:56","-587.28","FACEBOOK","FACEBOOK ADS BR","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","6273","623","2019-12-27 15:50:35","-5801.85","DEVOLUÇÃO SALDO ACUMULADO SEGUNDO SEMESTRE","Assembleia Legislativa do Estado do Rio de Janeiro","26","Devolução de saldo","4",""
"31","6286","623","2019-12-02 20:36:52","-10.00","Tarifa Bancária","BANCO ITAU","28","","",""
"31","6440","623","2019-12-02 18:55:28","-256.97","Combustível","Posto Iate Com. e Serv. Ltda","23","","",""
"31","6949","623","2019-12-31 23:04:05","-4337.07","Ajuste de exercício 2019","Assembleia Legislativa do Estado do Rio de Janeiro","26","","",""
"31","4929","553","2019-11-29 15:07:33","-1500.00","Gabinete Parlamentar","Marcelo Teixeira de Menezes","7","Locação de imóveis","III.a","III"
"31","4943","553","2019-11-29 21:44:40","-979.14","Combustível","POSTO DE ABASTECIMENTO VITORIA 040 LTDA","23","Combustíveis e lubrificantes","VII",""
"31","4928","553","2019-11-30 20:46:32","-5000.00","Divulgação Parlamentar","PAPEL CULTURAL EDITORA LTDA ME","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","4937","553","2019-11-27 21:36:12","-100.00","Combustível","Posto Iate Com. e Serv. Ltda","23","Combustíveis e lubrificantes","VII",""
"31","4941","553","2019-11-06 20:33:08","-845.68","Facebook","Ayden a serviço de Facebook_Ads_BR","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","4930","553","2019-11-04 14:36:39","-1800.00","Veículo","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","4936","553","2019-11-21 21:35:02","-289.59","Combustível","Posto Iate Com. e Serv. Ltda","23","Combustíveis e lubrificantes","VII",""
"31","4945","553","2019-11-30 16:28:25","-9000.00","Veículo","VELOZ TRANSRIO TRANSPORTE LTDA.","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","4949","553","2019-11-01 20:12:46","-10.00","Tarifa Bancária","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"31","4944","553","2019-11-04 16:30:51","-2300.00","Locação de Móveis.","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","Locação de móveis e equipamentos","IV.a","IV"
"31","4939","553","2019-11-29 15:07:11","-1542.30","Pedágio","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","Serviços de táxi, STIP, transportes públicos, pedágio e estacionamento","VI.b","VI"
"31","5232","553","2019-11-30 15:23:42","-105.00","NET","CLARO S/A","14","Acesso à internet","IV.c","IV"
"31","5339","553","2019-11-02 16:21:06","-247.00","Combustível","Posto Iate Com. e Serv. Ltda","23","Combustíveis e lubrificantes","VII",""
"31","5466","553","2019-11-21 21:37:52","-271.05","Combustível","COMERCIAL CHARITAS DE PETROLEO LTDA","23","Combustíveis e lubrificantes","VII",""
"31","5465","553","2019-11-16 16:49:29","-277.01","Combustível","POSTO MANGUINHOS DE BUZIOS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","5467","553","2019-11-27 19:37:45","-422.60","Energia Elétrica","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","4938","553","2019-11-30 15:06:45","-1810.64","Gabinete Parlamentar","OBERLAENDER CONSULTORIA IMOBILIÁRIA","7","Locação de imóveis","III.a","III"
"31","3964","483","2019-10-09 20:29:17","-604.23","Impulsionamento","FACEBOOK ADS BR","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","5062","483","2019-10-31 18:15:45","-100.00","NET","CLARO S/A","14","Acesso à internet","IV.c","IV"
"31","4043","483","2019-10-01 16:33:30","-10.00","Tarifa Bancária","BANCO ITAU","28","Tarifas bancárias da conta corrente","XI",""
"31","3953","483","2019-10-30 14:51:41","-1580.60","Pedágio","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","Serviços de táxi, STIP, transportes públicos, pedágio e estacionamento","VI.b","VI"
"31","3954","483","2019-10-30 14:53:58","-9000.00","Veículo","VELOZ TRANSRIO TRANSPORTE LTDA.","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","3965","483","2019-10-30 14:50:39","-1500.00","Aluguel de Escritório","Marcelo Teixeira de Menezes","7","Locação de imóveis","III.a","III"
"31","3956","483","2019-10-29 20:18:00","-399.57","Energia Elétrica","AMPLA ENERGIA E SERVIÇOS SA","10","Serviços de energia elétrica, água e esgoto","III.d","III"
"31","3973","483","2019-10-17 17:47:26","-278.80","Combustível","SAO CRISTOVAO POSTO DE SERVIÇOS","23","Combustíveis e lubrificantes","VII",""
"31","3959","483","2019-10-02 19:43:39","-2300.00","Móveis","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","Locação de móveis e equipamentos","IV.a","IV"
"31","3961","483","2019-10-31 15:32:09","-5000.00","Divulgação Parlamentar","PAPEL CULTURAL EDITORA LTDA ME","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","3962","483","2019-10-30 14:51:04","-2094.35","Gabinete Parlamentar","OBERLAENDER CONSULTORIA IMOBILIÁRIA","7","Locação de imóveis","III.a","III"
"31","3963","483","2019-10-30 17:15:15","-955.26","Combustível","POSTO DE ABASTECIMENTO VITORIA 040 LTDA","23","Combustíveis e lubrificantes","VII",""
"31","3958","483","2019-10-01 15:26:09","-1800.00","Veículo","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","3974","483","2019-10-27 17:48:37","-200.00","Combustível","AUTO POSTO RYDER LTDA","23","Combustíveis e lubrificantes","VII",""
"31","3971","483","2019-10-08 17:45:04","-247.80","Combustível","Posto de Gasolina Halley Ltda","23","Combustíveis e lubrificantes","VII",""
"31","2241","412","2019-09-24 14:49:21","-1931.40","Passagem e Pedágio .","CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA","22","Serviços de táxi, STIP, transportes públicos, pedágio e estacionamento","VI.b","VI"
"31","2240","412","2019-09-06 20:19:38","-1800.00","Locação de Veículos","HORIZONTE LOCADORA DE VEÍCULOS","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","2239","412","2019-09-06 20:27:46","-300.09","Impulsionamento Facebook","Ayden a serviço de Facebook_Ads_BR","24","Divulgação de sua atividade parlamentar, respeitadas as vedações de leis eleitorais","VIII",""
"31","2236","412","2019-09-30 19:11:15","-1203.10","Abastecimento","POSTO DE ABASTECIMENTO VITORIA 040 LTDA","23","Combustíveis e lubrificantes","VII",""
"31","2235","412","2019-09-30 19:01:03","-2087.24","Aluguel Sala Comercial.","OBERLAENDER CONSULTORIA IMOBILIÁRIA","7","Locação de imóveis","III.a","III"
"31","2230","412","2019-09-30 18:48:25","-222.09","Abastecimento","COMERCIAL CHARITAS DE PETROLEO LTDA","23","Combustíveis e lubrificantes","VII",""
"31","2233","412","2019-09-30 18:51:43","-9000.00","Locação de Veículos","VELOZ TRANSRIO TRANSPORTE LTDA.","21","Locação ou fretamento de veículos automotores","VI.a","VI"
"31","2326","412","2019-09-30 17:47:11","-245.84","ABASTECIMENTO","GOL DE PLACA DE GASOLINA E SERVIÇOS LTDA","23","Combustíveis e lubrificantes","VII",""
"31","2318","412","2019-09-23 17:38:15","-257.10","ABASTECIMENTO","CENTRO AUTOMOTIVO PACO DE SOUZA LTDA.","23","Combustíveis e lubrificantes","VII",""
"31","2323","412","2019-09-16 17:44:38","-293.99","ABASTECIMENTO","Golden Green Auto Posto LTDA","23","Combustíveis e lubrificantes","VII",""
"31","2238","412","2019-09-02 20:11:23","-2300.00","LOCAÇÃO DE MOBILIÁRIO","CURTY CARVALHAL COMERCIO E SERVICOS EIRE","12","Locação de móveis e equipamentos","IV.a","IV"
"31","2237","412","2019-09-11 20:01:49","-1500.00","Aluguel Sala Comercial.","Marcelo Teixeira de Menezes","7","Locação de imóveis","III.a","III"
"31","3200","412","2019-09-04 20:14:17","-41050.43","Devolução","Assembleia Legislativa do Estado do Rio de Janeiro","26","Devolução de saldo","4",""
"31","3199","412","2019-09-27 20:10:55","-10.00","Tarifa Bancária","BANCO ITAU","28","","",""
"31","3478","412","2019-09-30 14:50:03","-100.00","Contratação de Internet","CLARO S/A","14","","",""
"31","2234","412","2019-09-30 18:54:51","-5000.00","Divulgação da Atividade Parlamentar","PAPEL CULTURAL EDITORA LTDA ME","24","","",""
"31","6214","412","2019-09-27 19:51:57","-77.58","AMPLA","AMPLA ENERGIA E SERVIÇOS SA","10","","",""
